"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SCN4A ",270.259478382259,-4.01675883879998,0.601405177549805,-6.67895619915466,2.40650067620285e-11,3.39454673252253e-09
"FARP1 ",499.06518897589,-2.64141176210615,0.395977983052426,-6.67060259700458,2.54755204411127e-11,3.55452051437715e-09
"ARNT2 ",145.135312683258,-8.18465997102531,1.22711907028333,-6.6698172730178,2.56122112721696e-11,3.55452051437715e-09
"TRAT1 ",111.642576421008,4.77856696576129,0.717329039188011,6.66161092707253,2.70842257703384e-11,3.72873953025403e-09
"PLXNC1 ",1449.08293639518,2.85275422280238,0.428689517961864,6.65459290062734,2.84085269417966e-11,3.88001857255061e-09
"CCN3 ",342.737851288628,-3.34809556520312,0.505688626745753,-6.62086388366898,3.57105689458876e-11,4.83892268495889e-09
"MDFI ",198.284015856094,-6.6647979483632,1.0094800851302,-6.60220845020788,4.05077380318876e-11,5.44607549836526e-09
"PWWP2B ",346.061431499207,3.25092661845643,0.492546729368737,6.60023998661593,4.10492739431224e-11,5.47610042858289e-09
"CCDC144B ",170.474381573496,6.41334159845255,0.974744672006705,6.57950926292258,4.72003505526994e-11,6.2482371743185e-09
"SLC41A1 ",1881.01763453297,-2.93083438571853,0.445850689579433,-6.57357822746256,4.91202472990712e-11,6.45275065473066e-09
"SAMSN1 ",509.509197199958,3.08701842227786,0.469704121490396,6.57226173039016,4.95566514486151e-11,6.46076071802438e-09
"FRG2EP ",115.667774341442,-10.2839356904981,1.56811012093324,-6.55817187403764,5.44714070081055e-11,7.04810859550743e-09
"PTGDR2 ",77.6026387480812,4.80015266918755,0.73466312810734,6.53381459547839,6.41153087431216e-11,8.23403244895806e-09
"TBC1D8B ",163.723285876434,-10.7849365293609,1.65268027938331,-6.52572470543744,6.76735177131103e-11,8.62661900981419e-09
"DCHS1 ",1214.66364263119,-3.88248273008385,0.595247657879945,-6.52246620156698,6.91606509786681e-11,8.75136501979338e-09
"SHISA2 ",857.098137484233,-11.7415952593868,1.80281233358913,-6.51293262233847,7.36975737412442e-11,9.2573835511903e-09
"CORO2B ",751.484410867341,-4.88586497523521,0.752235745342417,-6.49512470723013,8.29646576087858e-11,1.03397419414903e-08
"LINC02910 ",106.155876507718,5.11015341435088,0.786888337930134,6.49412777903514,8.35158422841045e-11,1.03397419414903e-08
"ADA2 ",2502.90619836163,2.18883698860217,0.337928753390758,6.47721440285713,9.34313892880183e-11,1.14847198446965e-08
"SLC24A4 ",380.632201567225,5.79806877798007,0.898442858199179,6.453464151968,1.09321871423178e-10,1.33426956405778e-08
"SLC46A2 ",114.23504709718,7.84590417174915,1.21880414379402,6.43737897651515,1.21554171723349e-10,1.47311671914586e-08
"ITGAM ",2782.33702393282,3.20898253246601,0.498831121819677,6.43300386062525,1.25106472241553e-10,1.50556453203139e-08
"LGALS12 ",124.928135930642,4.85270395419295,0.754538554825918,6.43135320674572,1.26472886833573e-10,1.51143882605483e-08
"GHR ",144.760615695938,-6.61717927691469,1.02936323633783,-6.42842005943078,1.28937029401973e-10,1.53026023377831e-08
"LGALS2 ",94.6490251270576,6.9771338855778,1.08742225372833,6.41621399751204,1.39705031966887e-10,1.63845742193535e-08
"DOP1B ",836.147748641141,2.47194150904039,0.385281345182194,6.41593874178217,1.39957720393106e-10,1.63845742193535e-08
"SNX8 ",1489.5871163328,-2.23179077300326,0.348460396699199,-6.40471856814709,1.50647000947678e-10,1.75167854007337e-08
"CTSH ",200.682673100646,3.14783259610673,0.492715062817602,6.38874845454447,1.67248913718646e-10,1.93166882965382e-08
"C5AR1 ",1024.31141506804,3.47150123013028,0.543835864899634,6.38336206599936,1.73241642192094e-10,1.98754361365583e-08
"SIGLEC5 ",436.052980356214,4.45594973644607,0.699797031066392,6.36748876978776,1.92148113269763e-10,2.18985223924461e-08
"GPR141 ",550.020607866846,5.09925591553678,0.801378717081341,6.36310374464211,1.97717045212076e-10,2.23849515200962e-08
"COLQ ",625.04027344021,-2.62590798594989,0.41292706615757,-6.35925373065244,2.02736283434502e-10,2.28031941282637e-08
"VEGFA ",321.787232667558,2.54781623396488,0.400776319559907,6.3572025332301,2.0546102241997e-10,2.295960217419e-08
"CFAP251 ",297.013058277441,-4.3690936675285,0.69020070756071,-6.33017848238614,2.44877773485654e-10,2.71877522833201e-08
"C3AR1 ",847.887623029783,4.07628664748684,0.646663236524997,6.30356948910805,2.90867712415874e-10,3.20868106600306e-08
"USP32P2 ",220.198738847245,5.28348527377608,0.838901713900218,6.29809808018168,3.01319841758391e-10,3.30281092791092e-08
"LEF1-AS1 ",84.903547807152,-3.99082234984445,0.63455786563457,-6.28913857344366,3.19232416578591e-10,3.47700674487404e-08
"TNFRSF8 ",96.7516501663627,3.88749183133644,0.618470176892868,6.28565770279629,3.26468562343824e-10,3.53345754048734e-08
"IGFBP4 ",713.152599946293,-3.41240964089517,0.544156173910309,-6.27101153033618,3.58710050874716e-10,3.85815079093936e-08
"LOC105377113 ",385.758424605465,-6.9806660105708,1.1139420544702,-6.26663297481022,3.68938344261991e-10,3.94351550708361e-08
"LINC00472 ",67.449211804141,-5.22471504824543,0.834112069384349,-6.26380463730941,3.75696114397544e-10,3.99095952633786e-08
"LOC124904096 ",213.894764440496,-5.15979961720528,0.826278845234325,-6.24462268030354,4.24824383153268e-10,4.485155097966e-08
"LPO ",205.956185186283,3.56399699127168,0.572293058663092,6.22757333383943,4.73715026191907e-10,4.97083041813202e-08
"SIRPD ",72.4619805989091,4.55579552999452,0.732303949834029,6.22118115166121,4.93426057020404e-10,5.14628425167523e-08
"ADPRHL1 ",993.983956596604,-5.92993271385734,0.96027711972528,-6.17523066211741,6.60669440882043e-10,6.84907253502354e-08
"LZTS3 ",127.443572127986,-4.04933601964671,0.658574256983873,-6.14864000028151,7.81501295312134e-10,8.04901838359295e-08
"PTPRG ",465.766738268843,-7.11404789340398,1.15717433672065,-6.14777537632287,7.85772031171838e-10,8.04901838359295e-08
"NPY ",120.8039755314,-6.35344820576919,1.03508612242138,-6.13808654965496,8.35213577543199e-10,8.50484642363368e-08
"PRAM1 ",965.103692853063,3.31425475070161,0.542249377628034,6.11204897126703,9.83599882278758e-10,9.95692374949126e-08
"HOMER1 ",74.1697925711338,-6.59370045388491,1.07936931726572,-6.10884555305702,1.00354382710742e-09,1.00994068542057e-07
"SLC16A3 ",1226.93888628455,3.79869524491562,0.624395153031909,6.08380002066014,1.17366980577333e-09,1.17107555954919e-07
"ATP8B4 ",1013.00320889114,4.59435205439441,0.755238919074388,6.08330945129945,1.17726812599227e-09,1.17107555954919e-07
"TBXAS1 ",664.478171778999,2.82656467572024,0.464995839226051,6.07868810272547,1.21169784096572e-09,1.19839701983788e-07
"CD180 ",625.537683254343,4.29618141486638,0.708719642954146,6.0618912676932,1.34530153462397e-09,1.32293109196251e-07
"MTUS2 ",225.914839724764,-5.81805610332665,0.962450533549529,-6.04504429112797,1.4936896287717e-09,1.46050595576887e-07
"PTGER2 ",809.237635904789,3.01585196139653,0.499187117328669,6.0415260264236,1.52663375348224e-09,1.48428476065965e-07
"DIP2C ",612.282862549843,-4.31041708239748,0.714671927835083,-6.03132278534403,1.626229934504e-09,1.57223544622917e-07
"MYO1G ",1710.63744076326,2.67872643704212,0.444694686698753,6.02374284461994,1.70429077479752e-09,1.63849943818383e-07
"VSIG10 ",1051.14261781917,-2.11338052823599,0.351745425161948,-6.00826727814004,1.8751653160078e-09,1.79276221795435e-07
"LYN ",1347.84129066981,2.49606841230499,0.41583731450861,6.00251186032829,1.94288064504845e-09,1.84723939340546e-07
"CPPED1 ",1200.9566082236,2.53274163445887,0.42221063405697,5.99876324791272,1.98825990640427e-09,1.87999806205006e-07
"ZC3H12D ",787.039072225833,-2.18083123064759,0.364282930707774,-5.98664128020054,2.14218519341777e-09,2.01447349691401e-07
"IL10RA ",1911.0073306056,2.47426869535244,0.413655502083271,5.98147173890209,2.21130428971813e-09,2.06817040879127e-07
"TSPAN2 ",396.653873920048,4.78759693382469,0.800908334824992,5.9777089657468,2.26297550301988e-09,2.10505650980914e-07
"NLRC4 ",411.294145767033,4.09628546981723,0.685858258932673,5.97249565266128,2.33651374291941e-09,2.1617776882742e-07
"PLOD2 ",210.814559928139,-7.17445131791797,1.20189510297115,-5.96928242754489,2.38299302044515e-09,2.19299074271875e-07
"GPR183 ",255.01685923494,3.89792482968447,0.654250235389037,5.95785009900172,2.55577776948944e-09,2.3394882784651e-07
"RUNX2 ",792.183697245239,4.47599558861753,0.752407178516641,5.94890069688315,2.69949343968286e-09,2.45796733351864e-07
"CCR3 ",129.075714654765,6.42422548032855,1.08016006801224,5.94747544421886,2.72309601522538e-09,2.46640838557967e-07
"MYCL ",170.4887038186,9.44512436425618,1.58903565310809,5.94393482977045,2.7826026564819e-09,2.5071104248899e-07
"SNX10 ",389.553418563294,3.51069672610155,0.593986437763359,5.91039879516608,3.41280479354173e-09,3.05890404646144e-07
"LOC105374947 ",958.974103433202,-4.28423375594633,0.726648334584799,-5.8958832657262,3.72682384984024e-09,3.32305241616065e-07
"ADGRE4P ",166.116289964282,5.90670509647602,1.00238018079532,5.89267945400663,3.79983073865793e-09,3.3706849062662e-07
"CCDC9B ",1033.43415166364,-2.65358041307988,0.450407229377504,-5.89151381239444,3.82673666846189e-09,3.37714417064414e-07
"WARS1 ",1127.37927984492,2.21961266621552,0.37757350564477,5.87862398455409,4.13690892355668e-09,3.63224824823912e-07
"RAB32 ",232.039674899811,3.35749765157216,0.571375764079991,5.87616392336536,4.19882558563637e-09,3.6678979443257e-07
"HYAL3 ",166.305220737253,2.71247556662173,0.464022289328552,5.84557170852012,5.04831403636758e-09,4.38769880059847e-07
"CCR2 ",1017.70923208792,5.4882968611342,0.939072910021872,5.84437779278115,5.08465152591503e-09,4.39707377434531e-07
"CRISPLD2 ",450.360098408337,3.94827236968679,0.676512967756817,5.83621091961988,5.34012881687317e-09,4.59491384047852e-07
"SIGLEC6 ",58.7422923698114,4.52123663871895,0.77526623310385,5.83185033174702,5.4816077563849e-09,4.6931834765984e-07
"LOC440864 ",381.534052501826,-10.5494894103354,1.81555231330535,-5.81062265902394,6.22409102964872e-09,5.30249418461509e-07
"LINC01013 ",382.860078540216,-3.73138779964419,0.642484756156921,-5.80774526381578,6.33197562297951e-09,5.36783096038692e-07
"PELATON ",129.857107814782,4.19320194977752,0.722366166589266,5.80481498680399,6.44371159583469e-09,5.43577612023133e-07
"APOBR ",1145.04565481271,3.69181170827528,0.637124383767034,5.79449131494111,6.85285698599012e-09,5.75272272545873e-07
"MAP3K1 ",1685.98704701386,2.28331349915282,0.394201653342616,5.79224739366657,6.94507375428334e-09,5.80183370084767e-07
"CYBB ",3103.90270027755,2.80360737022281,0.484320250978707,5.78874693874006,7.0913439132178e-09,5.89540760398865e-07
"MITF ",118.972598169235,3.4348112536176,0.59367976606138,5.78562964408404,7.22412197262771e-09,5.96183244855707e-07
"GNG12 ",202.365049737752,-5.76015350370816,0.995662282561768,-5.78524827603964,7.24053101138025e-09,5.96183244855707e-07
"TBXA2R ",184.190675947207,-2.7421465105481,0.474124560252898,-5.78359937541611,7.31189600336515e-09,5.99192468199575e-07
"KIAA1671 ",483.733241236737,-4.0260941383457,0.696467175998593,-5.78073781089983,7.4373723464284e-09,6.06586448861072e-07
"KLHDC7B ",294.63376498144,7.91242090407042,1.36946965080987,5.77772636245806,7.57168175320036e-09,6.14627694768042e-07
"SYDE1 ",333.42838485222,-7.84670034617783,1.36426342492291,-5.7516020753992,8.84016792337775e-09,7.14227463818815e-07
"ZNF334 ",73.1739346346001,-7.17341830684225,1.24913121799567,-5.7427259870685,9.3164419534904e-09,7.49189951297272e-07
"MGLL ",439.838863372084,2.92226716530493,0.511652201538641,5.71143279852424,1.12028934995024e-08,8.95482114761231e-07
"RNASE2CP ",65.1050003670952,4.40813548534873,0.771884489950881,5.71087454501027,1.12397081055509e-08,8.95482114761231e-07
"CMTM8 ",205.428189007995,-3.38408489756862,0.592659431217359,-5.7099992328098,1.12976682787992e-08,8.95951951197492e-07
"DYSF ",1888.14759938799,2.93872092802373,0.516064202578016,5.69448706835943,1.23743364070915e-08,9.76834657016685e-07
"KDM7A ",1171.37132029325,2.77082514745864,0.487320841208955,5.68583346565832,1.30176203301917e-08,1.02292341672269e-06
"RAB11FIP1 ",1831.48001134308,2.97827732469969,0.524203021123792,5.68153407112157,1.33491914123787e-08,1.04421015916193e-06
"FCER1G ",162.711393662564,2.96997761508584,0.523852389375655,5.66949330635975,1.43220445759508e-08,1.11524011360877e-06
"EVA1C ",72.5961895928667,-3.91236967492118,0.690428836263793,-5.66657918880197,1.45676521649041e-08,1.12925552299926e-06
