"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2FC"
"CCDC3 ",69.285848514716,-6.11526699306686,1.70889701367545,-3.57848772871005,0.00034558809133725,0.00645035299763855,6.11526699306686
"BAHCC1_1 ",30.7020552490837,4.87588214079243,1.36288844203279,3.57760913543291,0.000346751455345786,0.00645805821974635,4.87588214079243
"SLC4A3 ",44.1128021803453,4.87664205523123,1.36331512211707,3.57704684420898,0.000347497918468931,0.00646193490445564,4.87664205523123
"TMTC1 ",69.226165321659,-5.28919139541159,1.47871364880476,-3.57688684329574,0.000347710600355972,0.00646193490445564,5.28919139541159
"CCL17 ",60.0213852355639,-5.49736148635346,1.53891879544553,-3.57222324051343,0.000353963473143133,0.00657104359149966,5.49736148635346
"LOC105371981 ",20.4748396209621,5.34797787075887,1.49732932722247,3.57167776889757,0.000354701661958116,0.0065776518325832,5.34797787075887
"GJA5 ",33.3412763408646,-8.48995019041098,2.37960286119218,-3.56780130368372,0.000359989316710237,0.00666135070028652,8.48995019041098
"COL4A2 ",433.780580056869,-5.4050654680551,1.51527659268464,-3.56704874486239,0.000361024343627727,0.00667058078969127,5.4050654680551
"POSTN ",42.8187354282136,-8.85069108889823,2.49507251219567,-3.54726808364764,0.000389248286719258,0.0071034716502139,8.85069108889823
"LOC105376080 ",14.8530993070374,-7.32378069229049,2.0671053321791,-3.54301282004334,0.000395583471326175,0.00718859129678157,7.32378069229049
"LOC124909470 ",44.9251283969567,-4.8647565526175,1.37567393557911,-3.53627151521891,0.000405817373177963,0.00734354487383761,4.8647565526175
"LOC112268413 ",47.1581561006921,4.6844509072913,1.32754985209637,3.52864406552714,0.000417694521820974,0.00752208355749162,4.6844509072913
"KSR2 ",54.6175194585262,-6.21828196674532,1.76228514877155,-3.52853337672394,0.000417869247542681,0.00752208355749162,6.21828196674532
"MYO16 ",35.4070892759659,-8.57661260682734,2.43240564635165,-3.52597956664479,0.00042191952067836,0.0075712336093367,8.57661260682734
"RIPK4 ",43.1111472181013,-8.85966214162997,2.51307461399862,-3.52542741559636,0.000422800023528771,0.0075791308384444,8.85966214162997
"LOC105372698 ",13.0034791023119,7.17237291125199,2.03676989997546,3.5214448678461,0.000429201906108253,0.00765402653079474,7.17237291125199
"LOC105370841 ",51.5127732866354,-7.68435317983765,2.18517978264646,-3.51657709853565,0.000437149679399398,0.00778769030308928,7.68435317983765
"LZTS1 ",16.9524914017012,-7.51241846821375,2.13902381178819,-3.51207799876406,0.000444617489267934,0.00791253606288715,7.51241846821375
"FOLH1 ",68.5771922272649,-4.79513512636988,1.36575244767281,-3.51098409857556,0.000446451103121421,0.00793695974547162,4.79513512636988
"ADAMTS17 ",82.4892685061866,-5.17009977418146,1.47390940569459,-3.5077459674294,0.00045192036550264,0.00800112918717586,5.17009977418146
"FST ",31.260220691802,-4.01121529356039,1.14752924386941,-3.49552337336066,0.00047313301234124,0.00830957225389932,4.01121529356039
"CDH8 ",26.2090932052917,5.71168832165239,1.63500094162539,3.49338534079025,0.00047693774786516,0.00836658685322277,5.71168832165239
"MSGN1 ",22.7277144431353,-7.93741555182631,2.27718129617377,-3.48563180505792,0.000490976280009379,0.00857787898749381,7.93741555182631
"MPZL2 ",123.52213472967,4.5108771114104,1.29452460544552,3.48458197892495,0.000492906442085587,0.00860286710126864,4.5108771114104
"TRIM72 ",105.484454762267,5.4829658732522,1.57930735016739,3.47175353338985,0.000517070820061967,0.00899724139782243,5.4829658732522
"THY1 ",120.499797076547,-4.76832713442912,1.37466163292448,-3.4687278819915,0.000522928825989973,0.00905340258195316,4.76832713442912
"NR5A2 ",343.635973661415,-6.1768234271856,1.78362076452731,-3.46308113811546,0.000534027332988739,0.00918089547792528,6.1768234271856
"ETV1 ",12.6589982228405,-7.09250696478115,2.05095671792275,-3.4581456072679,0.00054390733627034,0.00933210503477197,7.09250696478115
"LOC107985729 ",14.5742603203457,-7.29439141410858,2.11602349793015,-3.44721664066766,0.000566394205642308,0.00966690379876362,7.29439141410858
"LINC01436 ",81.1307279949663,7.41076995987339,2.15324263586024,3.44167899913088,0.000578115838661211,0.00983082556079128,7.41076995987339
"NPTX2 ",63.2755957508792,8.02139578558556,2.33197878692921,3.43973788721649,0.000582277811879384,0.0098918251378404,8.02139578558556
"CD1E ",17.7865209696929,6.17054451566979,1.7963406197154,3.43506373342903,0.000592414483938716,0.0100541034064116,6.17054451566979
"COLEC12 ",174.302340728876,-5.22900652034141,1.52249202799684,-3.4345050247792,0.000593637065993674,0.0100649263730888,5.22900652034141
"OSCAR ",24.430234558107,4.99441925246051,1.45504718510469,3.43247923750401,0.000598089674326711,0.0101304381943783,4.99441925246051
"LOC124902472 ",21.1007217248733,-7.83030487985766,2.28216792117041,-3.43108182672285,0.000601179229350158,0.0101572457030777,7.83030487985766
"TEAD2 ",140.92668261926,-4.33203597969316,1.2629859095519,-3.42999549474795,0.00060359127104505,0.0101785297615933,4.33203597969316
"LINC02227 ",68.1388652350389,-5.80554220933131,1.6940693021019,-3.42698034969888,0.000610333234672337,0.0102670817551087,5.80554220933131
"GADL1 ",15.6526352041526,-7.39960221760845,2.16086759615369,-3.42436631970401,0.000616234938978264,0.0103562373680439,7.39960221760845
"BEX4 ",172.314916423934,-5.19746181228397,1.51791391621638,-3.42408206207068,0.000616879899619938,0.0103569621390824,5.19746181228397
"LOC124903741 ",45.8299409592196,5.24148255886732,1.53136423837057,3.42275366469604,0.00061990227482814,0.0103874374367259,5.24148255886732
"FAM157C ",22.1737196675017,4.10240032421682,1.20029037085958,3.41783990258868,0.000631202238456944,0.0105459799238889,4.10240032421682
"CD1C ",174.725243510573,4.85519542776766,1.42758575254131,3.40098338689966,0.000671439082354979,0.0111317872526463,4.85519542776766
"ITGA11 ",138.493327656797,-4.1791131343501,1.22987710865016,-3.39799245384513,0.000678822925082237,0.0112122126275906,4.1791131343501
"PLS3 ",12.5548588407557,-7.08099467262954,2.08668839040515,-3.3934125982532,0.000690275822809454,0.0113674226169645,7.08099467262954
"CLCN1 ",23.7043752540531,6.56551263026243,1.9380861426622,3.38762683749644,0.000705001113106274,0.0115546325289961,6.56551263026243
"NINL ",412.139994613193,-5.74464163824367,1.69992127386813,-3.379357459991,0.000726554724181836,0.0118514504724599,5.74464163824367
"LDOC1 ",64.6763190691552,-6.3296236975019,1.87922511856521,-3.36820939384556,0.000756581107102012,0.0123178848364414,6.3296236975019
"GUCY2D ",22.7016697908716,4.86004311601475,1.4513705874842,3.34858867743705,0.000812242830688528,0.01305124824773,4.86004311601475
"ILDR2 ",60.7100426384328,5.87323581464816,1.75767067035291,3.34148820579052,0.000833305567551371,0.0133274679479475,5.87323581464816
"LINC02137 ",34.2745543706826,-6.11877246654734,1.8316883696944,-3.34050953632915,0.000836248087328665,0.0133373432204254,6.11877246654734
"LOC105374020 ",28.5884386937177,5.83936667038834,1.75326292156207,3.33057101623169,0.000866680530782894,0.0137589531865709,5.83936667038834
"TMEM169 ",25.6555923251092,5.0662945938282,1.52200020618156,3.32870821781206,0.000872497592524157,0.013838535548155,5.0662945938282
"CDON ",11.5489302579814,-6.95959830636895,2.09446115375837,-3.32285862350821,0.00089100059285358,0.0140930415463394,6.95959830636895
"LOC124901324 ",31.1684424192419,6.00943497247082,1.81199502675575,3.31647431904396,0.000911609652218206,0.0143268406438567,6.00943497247082
"TNFAIP8L3 ",83.7992299832285,-4.84211965958637,1.46108301664672,-3.31406196938717,0.000919511259156937,0.014385335689847,4.84211965958637
"LOC124907723 ",22.6956164259031,-4.80263571264659,1.44949690871126,-3.3133121456027,0.000921980192342221,0.0144108602452473,4.80263571264659
"ACOT11 ",47.7375667763042,4.68478022015076,1.41603433103839,3.3083803954918,0.000938372569597279,0.0146139851133028,4.68478022015076
"NTNG1 ",36.1443463320159,-5.19145972554423,1.57494275763033,-3.29628470647107,0.000979726740323066,0.0150953941017165,5.19145972554423
"TAP2 ",11.29046788128,-6.92700464925444,2.10494557925903,-3.29082362865307,0.000998945229789482,0.0153489718387921,6.92700464925444
"VAT1L ",108.516227262595,-4.9865777494061,1.51707470240115,-3.28696915287928,0.00101271926454619,0.0154848865661242,4.9865777494061
"LOC124903038 ",18.2811440944792,-6.14271922635044,1.86888388255214,-3.28683835507317,0.00101318974219628,0.0154848865661242,6.14271922635044
"HAR1B ",15.3421031364087,-7.37072643209192,2.24462213970584,-3.28372704773279,0.00102444088455822,0.0156152375397364,7.37072643209192
"CYP2W1 ",35.0585656379499,-7.08449812314473,2.15822300689534,-3.28256074581281,0.00102868819331245,0.0156384232497473,7.08449812314473
"DIPK1C ",127.049815819788,-5.72921401582534,1.74630738153807,-3.28075920447596,0.00103528088521442,0.0157247561815137,5.72921401582534
"KIAA1549L ",22.1847548442112,-7.9024532462516,2.40951884814552,-3.2796810252527,0.00103924513295485,0.0157710489356438,7.9024532462516
"DUBR ",29.7643971756659,-4.76660689280474,1.45506819270997,-3.27586495030673,0.00105338918735652,0.0159315829684679,4.76660689280474
"COL12A1 ",30.1203923720825,-4.05892408329709,1.24119420597897,-3.27017646694193,0.00107480411882328,0.0161822432903149,4.05892408329709
"CACHD1 ",29.9645571202465,-4.2089572137584,1.29056496408074,-3.26132920922459,0.00110891212687281,0.0165797296189002,4.2089572137584
"COL11A1 ",28.6736606802318,-5.85791828013904,1.79817402945295,-3.25770375068824,0.00112317594498339,0.0167400638004292,5.85791828013904
"CHRDL1 ",459.951346832471,-12.2752507732398,3.76860032951313,-3.25724398979334,0.00112499687484756,0.0167400638004292,12.2752507732398
"BNC2 ",87.2589989666115,-5.12232694882469,1.57265331951264,-3.2571240496997,0.00112547235848083,0.0167400638004292,5.12232694882469
"ZNF391 ",24.7956643070484,-4.52610445018479,1.39064030317315,-3.25469097929721,0.00113515808610376,0.0168678104725623,4.52610445018479
"LOC124900253 ",16.6313141821694,-4.40695035028772,1.35550747532309,-3.25114426184725,0.00114941518483035,0.0169996648642596,4.40695035028772
"LOC124900735 ",24.8172712090675,-4.93191847800384,1.51757944522797,-3.24985851219338,0.00115462438793024,0.0170476954268952,4.93191847800384
"NMRAL2P ",24.4597942287112,6.60890223190185,2.03403007965145,3.24916641991565,0.00115743741879231,0.0170679867523538,6.60890223190185
"GJB2 ",23.4319668451701,-5.55774085452158,1.71156539064071,-3.24716828519247,0.00116559448072609,0.0171735577215884,5.55774085452158
"HGFAC ",35.9387479366205,-6.13492533550765,1.892818068682,-3.24115953720766,0.00119044540431339,0.0175003593192791,6.13492533550765
"LOC102723730 ",11.7311741766297,-6.98146306348429,2.15625435881062,-3.23777342638521,0.00120466440194002,0.0176434635684985,6.98146306348429
"AGPAT1 ",13.741145263668,-7.21175931599506,2.22956749169832,-3.2346001378508,0.0012181319628629,0.0177986859282019,7.21175931599506
"SYNDIG1 ",79.0392153989095,-4.04087360268678,1.25192169145461,-3.22773671090537,0.00124773759547256,0.01810481979805,4.04087360268678
"TDRD9 ",49.2341696897514,4.43289812443898,1.37440095247378,3.22533109167323,0.0012582705938811,0.0182115884357443,4.43289812443898
"PRKG2 ",34.1477820464738,-6.11756627642963,1.90060933306259,-3.21873946950052,0.00128755410832586,0.0185263533864379,6.11756627642963
"ZNF208 ",47.2929532117005,-4.09841364668409,1.27341331968064,-3.21844728914249,0.00128886657495011,0.0185297451030213,4.09841364668409
"LOC124902009 ",20.5189762654134,-4.76361930136917,1.48055529433881,-3.21745450479545,0.00129333536867135,0.0185475069662211,4.76361930136917
"TMEM45B ",91.0383480144018,-5.29644571576003,1.6468967097173,-3.21601572491403,0.00129983709533941,0.0186097309265357,5.29644571576003
"GLI2 ",82.657694473773,6.40892270155582,1.99330294121546,3.21522763501661,0.00130341118198984,0.0186453890530866,6.40892270155582
"ZNF415 ",44.0278173551181,-4.89079960275092,1.52159903949026,-3.21424992775322,0.00130785781243678,0.0186934593805852,4.89079960275092
"LOC105371512 ",19.4102305772684,7.75124477460671,2.41359182837047,3.21149777004339,0.00132044995369663,0.0188421420009663,7.75124477460671
"IBSP ",11.5210093339499,-6.95726317124826,2.16834565787617,-3.20855816782583,0.00133402321487657,0.018941588700339,6.95726317124826
"LOC124903314 ",34.1764273618073,5.05332411349389,1.57902244888792,3.20028642851332,0.00137291075988063,0.0194296227522909,5.05332411349389
"SPTLC3 ",37.3237597601608,-4.3881770073662,1.37160925735703,-3.19929089412958,0.00137766085646968,0.0194808263590688,4.3881770073662
"NCKAP5 ",103.123766372888,-4.99130438127592,1.56374831156809,-3.19188474535954,0.00141347721719661,0.0199236270934621,4.99130438127592
"UMODL1-AS1 ",24.5755165142557,5.57782907557545,1.74797486388886,3.19102361870696,0.00141769690281035,0.0199536504083721,5.57782907557545
"LOC100130698 ",19.1746201772891,6.25508076800041,1.96025623508764,3.19095057882612,0.00141805534600727,0.0199536504083721,6.25508076800041
"SNTG2-AS1 ",32.8835606563654,-5.34268161478178,1.67495860303892,-3.18973949868875,0.00142401091288003,0.0200210815357455,5.34268161478178
"CDH5 ",351.921286696846,-4.90823712148607,1.53893539070269,-3.18937178983513,0.0014258237037258,0.0200302041774835,4.90823712148607
"SNTG2 ",23.9681919531091,-5.48952986079121,1.72180603870346,-3.18823940524966,0.00143141968946626,0.0200760402901589,5.48952986079121
"ITGA3 ",116.375526929091,-4.1911162563843,1.31545716190618,-3.18605301468815,0.0014422816552254,0.0201544998072562,4.1911162563843
"LOC105378589 ",31.6361790860391,-8.41408565185524,2.64100975341666,-3.18593509204954,0.00144286964742516,0.0201544998072562,8.41408565185524
"AMDHD1 ",21.176256178386,6.39893394672096,2.01236424622596,3.17980900263046,0.00147372152389346,0.0205520856601966,6.39893394672096
"LOC107986343 ",25.7941679791036,-8.11841528106653,2.55753116855395,-3.17431724034736,0.00150189439557068,0.020894179994645,8.11841528106653
"LOC124903144 ",30.9388964924983,-8.38194165961106,2.64364570140077,-3.17059946995537,0.00152124739217338,0.0210782176907501,8.38194165961106
"LOC102725035 ",40.1333664439483,5.69136444859119,1.79543319360515,3.1699115672264,0.00152485338178838,0.0211111841087661,5.69136444859119
"BEND7 ",23.1861325124937,-4.5218899721916,1.42744867113937,-3.16781266017943,0.00153590457929365,0.0212470915635566,4.5218899721916
"FAM106A ",15.7126570130178,5.96582606205819,1.88499295964622,3.16490628335178,0.00155132909511158,0.0213689345759262,5.96582606205819
"PSG3 ",24.4569604649716,-8.0429635339738,2.54333519074152,-3.16236867372123,0.00156491303009418,0.021492887737343,8.0429635339738
"PCDHGC4 ",24.0230388266522,-4.13386313566849,1.30811709966215,-3.16016290646774,0.00157680948514558,0.0216390067223846,4.13386313566849
"FERMT1 ",54.757243560538,-4.6238165814854,1.46465951193801,-3.15692250915523,0.00159443711915083,0.0218460735537155,4.6238165814854
"DAAM2 ",48.2508315923908,-4.42529011777099,1.40601040952329,-3.14740921389864,0.00164724250210165,0.0224267375147685,4.42529011777099
"SIAH3 ",19.0349243225646,-5.19792905559666,1.65232510259389,-3.14582708175088,0.00165617892484501,0.0225127828733473,5.19792905559666
"LOC105377678 ",11.5508163364918,-6.95891747183623,2.21531620801619,-3.14127502279592,0.00168213990464704,0.0228296101096774,6.95891747183623
"LOC124903060 ",28.4669819596123,8.3031508372503,2.64603926799546,3.13795450342672,0.00170131282283419,0.0230534585576012,8.3031508372503
"CCL3L1 ",23.2415447739852,5.57460741076114,1.77681430265531,3.13741700662264,0.00170443520310811,0.0230775967036093,5.57460741076114
"PRKD1 ",31.7168254875944,-6.98236793145222,2.23003831400471,-3.13105290057249,0.00174180781817322,0.0234728040273633,6.98236793145222
"CDH4 ",24.2436947845452,-4.97744726482952,1.59055517848454,-3.1293772967826,0.00175177218334165,0.0235701700571747,4.97744726482952
"TLCD5 ",34.3281398866117,-6.1273890183285,1.96244364189588,-3.12232610787688,0.00179428067695435,0.023973428703189,6.1273890183285
"LINC02834 ",10.0762605343362,-6.76278731811827,2.16957515638468,-3.11710211937879,0.001826382954233,0.0243456423388038,6.76278731811827
"RANBP17 ",49.0583237472267,-7.61649929218653,2.44566939138672,-3.11428000816901,0.00184394406205895,0.0245607069380591,7.61649929218653
"SPAG6 ",41.3970097608417,4.48621022665583,1.44586077003552,3.10279545557185,0.00191702086615082,0.0254160339642445,4.48621022665583
"LOC124902709 ",14.9460289561911,5.91562111266436,1.90730798638364,3.10155525740795,0.00192506939790676,0.0254834763604442,5.91562111266436
"SOX11 ",12.9472676020838,-7.12342785041479,2.29803510926513,-3.09979069584048,0.00193657438780849,0.025596396804759,7.12342785041479
"MARCO ",35.8076693792739,6.17147302679118,1.9936897771585,3.09550317080275,0.00196479272157961,0.0259096689238801,6.17147302679118
"SLC28A3 ",102.321165853892,4.11329697004973,1.32907516842882,3.09485653464755,0.0019690811632334,0.0259264864101635,4.11329697004973
"UICLM ",15.6324947001709,5.96047764492528,1.92625880062334,3.09432857256588,0.00197258893733297,0.0259493403819764,5.96047764492528
"ADH1B ",14.262497960573,-5.81097107826343,1.87816620627054,-3.09395998014586,0.00197504126042281,0.0259493403819764,5.81097107826343
"UNC5A ",12.9887451950602,4.67329653583315,1.5138836555936,3.08695884162955,0.00202215593364674,0.0264633319103625,4.67329653583315
"LDB3 ",413.189443653968,-9.17698541131488,2.97413500016842,-3.08559813552351,0.00203143175249505,0.0265645205385162,9.17698541131488
"A2M-AS1 ",34.4045936621738,-5.04863557535363,1.64338894132671,-3.07208807872217,0.00212566992497854,0.0276137457575589,5.04863557535363
"C3orf70 ",22.6167020662832,-4.87398131179523,1.58656882299495,-3.07202640134745,0.00212610919453574,0.0276137457575589,4.87398131179523
"LPAL2 ",17.1085055366975,6.11814732393663,1.99472394956045,3.06716492038148,0.00216099592624563,0.0278566134043153,6.11814732393663
"LOC124900781 ",25.2610211193156,-4.02147838760796,1.31204697704548,-3.06504146418879,0.00217639821552103,0.0279922547764584,4.02147838760796
"FAM174B ",33.4652333601846,-5.04364934526231,1.64629913547576,-3.0636287395029,0.00218670095735092,0.0281037615945123,5.04364934526231
"SOCS7_1 ",9.57116746474566,6.72983750278859,2.19757771783318,3.06238885122308,0.00219578005038627,0.0281993872291771,6.72983750278859
"LOC105376413 ",24.6423362869517,-6.56968995067574,2.14777518475835,-3.05883502020949,0.00222199478911238,0.0284511222662462,6.56968995067574
"LOC105374296 ",18.8052584410925,-4.55846506605365,1.4930995752858,-3.05302147392354,0.00226549725851299,0.0289220640369066,4.55846506605365
"LOC105374257 ",22.1807361236771,4.48334666663982,1.46894190131626,3.05209257263509,0.00227252003909338,0.0289902130116812,4.48334666663982
"LOC105378210 ",10.7456222038455,-6.85692629658751,2.2498817106231,-3.04768302449487,0.00230613042360183,0.0293754244705876,6.85692629658751
"SLCO2A1 ",17.2084931943449,-5.09985209478583,1.67349597997513,-3.04742416821438,0.00230811755127406,0.0293789903401445,5.09985209478583
"CCN1 ",10.1004093013471,-6.76734992244348,2.22441397207485,-3.0423068760583,0.00234772413461996,0.0298169628285423,6.76734992244348
"GPR3 ",34.5503582677691,-4.52689671104027,1.48861758996217,-3.04100713411246,0.00235788243944635,0.0298495617902312,4.52689671104027
"LOC105373465 ",17.6908918896863,5.13066560927933,1.68723658547041,3.04086910719097,0.00235896356759338,0.0298495617902312,5.13066560927933
"EPHA3 ",25.3606357441716,-8.09520317145669,2.67000239045816,-3.03190858569516,0.00243012786410214,0.0306598756695995,8.09520317145669
"LOC124901459 ",22.116177513926,-4.08722877602367,1.34837786963589,-3.03121911747733,0.00243568420465767,0.0306782268381338,4.08722877602367
"CRB2 ",53.9143864704913,-4.27693441595338,1.41136788665973,-3.0303469820867,0.00244272929265277,0.0307063027007024,4.27693441595338
"RET ",53.3461964686546,4.07627877367314,1.34735880802268,3.02538473745927,0.00248317031435348,0.0310991488125676,4.07627877367314
"LOC105379274 ",13.1645365879137,5.73170083450856,1.89540714446582,3.02399452869211,0.00249460950027131,0.0311989352399484,5.73170083450856
"TRGJP2 ",23.6356389295673,5.5177725313191,1.82516055504241,3.02317103888479,0.00250140821527627,0.0312612447180025,5.5177725313191
"CCDC162P ",88.8699808379115,-5.22169311727879,1.72846331160147,-3.02100315478536,0.00251938735049432,0.0313674655718389,5.22169311727879
"INHBB ",17.679662278718,-4.54064053630358,1.50429991723887,-3.0184409932282,0.0025407887583048,0.0315249703599453,4.54064053630358
"LOC102724557 ",12.500903071203,-7.07535663070942,2.34537743888366,-3.01672409455644,0.00255522269693346,0.0316719116121902,7.07535663070942
"LOC124907722 ",11.1119961196524,-6.9029002038455,2.29761134138332,-3.00438114989869,0.00266121708842357,0.0325724643489909,6.9029002038455
"LINC02458 ",34.4409564285836,6.06592679825966,2.02287237727864,2.99867004285269,0.00271160794499931,0.033055852967408,6.06592679825966
"BEX3 ",45.5308374719638,-4.77996191426785,1.59492764213219,-2.99697728473608,0.00272671030073471,0.033185259947202,4.77996191426785
"KCP ",32.9743434523029,-5.02212263984671,1.67719449282196,-2.99435912849723,0.0027502202227669,0.0334241100378499,5.02212263984671
"DNAJC12 ",15.6752880352364,4.99137221106174,1.66730869427395,2.99367011532037,0.00275643796852176,0.0334760345803042,4.99137221106174
"MMP13 ",10.4871598271441,-6.82185893543486,2.28229819116749,-2.98903051399484,0.0027986418056434,0.0339167794600825,6.82185893543486
"HMHB1 ",27.5140648893222,-5.21115382282472,1.74387736782917,-2.98825704086734,0.00280573477426862,0.0339709918323807,5.21115382282472
"LOC124905056 ",11.9394529407991,-7.00647577355087,2.34570402925736,-2.98693939480894,0.00281785577807645,0.0340610538492934,7.00647577355087
"MYO10 ",543.086565869967,-4.47548746613753,1.50730377641252,-2.96920072527748,0.00298575491523416,0.0357111760486311,4.47548746613753
"SLC6A8 ",113.352150693948,-4.40429335768136,1.48334573878613,-2.96916170149621,0.0029861341352769,0.0357111760486311,4.40429335768136
"CHRNA3 ",21.6059250710342,-4.72291745576621,1.59193034947645,-2.96678649120514,0.00300929853535634,0.0359632072881578,4.72291745576621
"TPSB2 ",57.5876539298104,4.99717888888222,1.68723068839121,2.96176386742175,0.00305882270891527,0.0365043550608341,4.99717888888222
"OR52K1 ",16.4028644882731,7.50570664926104,2.53504983440948,2.96077282086624,0.00306868201090334,0.0365712941313266,7.50570664926104
"LOC107985483 ",9.04241102753038,-6.60691153434814,2.23169053861115,-2.96049627851173,0.00307143832466606,0.036578811162061,6.60691153434814
"SAMD12 ",118.427491975469,-4.92466914636567,1.6643442707959,-2.95892456433346,0.00308714661614685,0.0366897141693861,4.92466914636567
"MAS1 ",14.7666208821537,4.8285138269851,1.63407424796827,2.95489255337611,0.00312777960650855,0.0369683786046742,4.8285138269851
"NOS2 ",548.865294556743,-7.85536259585757,2.65926004941795,-2.95396555804196,0.00313719016152814,0.0370287417625087,7.85536259585757
"SEMA3F ",130.91841782363,-4.80477728185523,1.62717986775397,-2.95282493169446,0.00314880484539187,0.0371149195783211,4.80477728185523
"ANO5 ",35.6446005371298,-6.18655787114999,2.09676438852502,-2.95052601284493,0.00317233330004246,0.0373155733154004,6.18655787114999
"HRK ",184.823117867199,-4.67924666713578,1.58743092709713,-2.94768521090396,0.00320162900584018,0.0375574870903228,4.67924666713578
"RAPGEF4 ",21.6418920590137,-4.05771710822419,1.37775883928286,-2.94515773917029,0.00322790053220475,0.0378141186240378,4.05771710822419
"RASSF8-AS1 ",12.7016530541237,-4.59514904637156,1.56485656621697,-2.93646660376056,0.00331974563308112,0.0386532493908613,4.59514904637156
"SAXO2 ",57.9320446373768,-4.56449978473057,1.55516573899815,-2.93505680473071,0.00333486631284126,0.0388030523175695,4.56449978473057
"LOC124900273 ",32.1636761862856,-4.0686112526649,1.38801398343139,-2.93124658773729,0.00337604682877525,0.0390446168524149,4.0686112526649
"GCSAML ",55.9697055678988,4.00036701863891,1.36522558114181,2.93018756306426,0.00338757462702584,0.0390729033220427,4.00036701863891
"DDC ",21.8742227764674,-7.88192027115502,2.69342509613208,-2.92635584426458,0.00342958407103067,0.0393464748522446,7.88192027115502
"MB ",21.8742227764674,-7.88192027115502,2.69342509613208,-2.92635584426458,0.00342958407103067,0.0393464748522446,7.88192027115502
"ZNF99 ",8.83601834187128,-6.57336257273692,2.24701155804437,-2.92537995597044,0.00344035882271347,0.0394175332756831,6.57336257273692
"LOC105373449 ",25.1049505499708,-4.98656879242201,1.71052802349411,-2.9152219220799,0.00355435699480778,0.0402887071719377,4.98656879242201
"SLC6A20 ",37.5586323426062,-5.67634917846615,1.95103791515443,-2.90939972738401,0.00362123529880767,0.0408641562342172,5.67634917846615
"LOC105379303 ",22.4907359974632,-4.48039474513446,1.54031437846632,-2.90875343875941,0.00362872921626231,0.0409218879964994,4.48039474513446
"LOC112267968 ",8.88711853566608,6.62394844393264,2.27988308114447,2.90538953454031,0.00366796296817831,0.0413101928791757,6.62394844393264
"CLIC2 ",68.8347861187999,-4.22795332805612,1.45634624649666,-2.90312371678558,0.00369460654165683,0.0415649976289758,4.22795332805612
"LOC124903910 ",13.0660568806219,7.18062715783121,2.47406960079249,2.90235454796063,0.00370369106358916,0.0416036680896252,7.18062715783121
"HUNK ",16.7748952112715,-6.01236232645445,2.07304468082713,-2.90025699014628,0.00372856825623708,0.0418285079019452,6.01236232645445
"SYN2 ",42.322808388726,-5.31519725624068,1.8367970368402,-2.89373139744622,0.00380693668468364,0.0425412814329356,5.31519725624068
"C5orf38 ",48.3973247401084,-4.60876383835185,1.59570766959882,-2.88822566072552,0.00387421818940394,0.0432369784834322,4.60876383835185
"TOM1L1 ",15.8477269515422,-4.92893925794495,1.70887268099555,-2.88432211057027,0.00392257304023742,0.0436916242391235,4.92893925794495
"HCG4B_3 ",8.48854978890036,6.55715753425021,2.27793901178774,2.87854832825578,0.00399510062634908,0.044274852048298,6.55715753425021
"SNTG1 ",10.6414828217608,-6.8430761961807,2.37914727069459,-2.87627263787788,0.00402401975948439,0.0443906128467736,6.8430761961807
"EDNRB ",209.097846634319,-4.44138616189928,1.5466687395139,-2.87158203203561,0.00408422763520194,0.04496831309929,4.44138616189928
"PHYHIP ",27.5192871230881,-5.74335861005762,2.00260683665564,-2.86794117793438,0.00413152338264056,0.0453439961045035,5.74335861005762
"POPDC3 ",9.97023507374115,-6.74904164032074,2.35765452135692,-2.86260840135153,0.00420169505463867,0.0459675589289745,6.74904164032074
"ADAMTS2 ",29.3170843179466,-4.02206550778905,1.40527655371643,-2.86211671087246,0.0042082191247373,0.045980471693717,4.02206550778905
"GDF10 ",60.3849247460218,-4.92009455580502,1.72039364712529,-2.85986556857281,0.00423820624811726,0.0461633175152907,4.92009455580502
"COLCA2 ",21.3149753230168,-4.00628068691073,1.40753353476985,-2.84631277901724,0.00442287285067617,0.047749823643216,4.00628068691073
"CLEC4M ",48.4168138137756,-5.59327681735614,1.97341964265853,-2.83430685316431,0.00459252103606774,0.0492722534349687,5.59327681735614
"JPH3 ",35.3393875168785,-4.50888528772397,1.59144816913617,-2.83319644030342,0.00460850557571021,0.0493514452099545,4.50888528772397
"FGF6 ",76.854669117516,-4.36725941242849,1.54328338781328,-2.82984929852487,0.00465699341854744,0.0498396764550889,4.36725941242849
"KY ",45.423774743565,4.41947386303755,1.56186805938345,2.82960768451987,0.00466051133335059,0.0498463266225173,4.41947386303755
"ZNF229 ",56.1417345337116,-4.38894487003724,1.55148442354622,-2.82886814938525,0.00467129396871946,0.0498780310675727,4.38894487003724
